Disease,Doctor Name,Specialization,Hospital,Experience,Phone Number,Rating,Availability Time
Psoriasis,Dr. Priya Nair,Endocrinologist,Tata Memorial Hospital,10 years,+91 2109876543,4.0,10:00 AM - 1:00 PM
Psoriasis,Dr. Neha Kapoor,General Physician,AIIMS Delhi,12 years,+91 7654321098,4.7,4:00 PM - 7:00 PM
Psoriasis,Dr. Sunita Rao,General Physician,Max Healthcare,25 years,+91 3210987654,3.5,2:00 PM - 5:00 PM
Psoriasis,Dr. Priya Nair,Endocrinologist,Manipal Hospital,20 years,+91 5432109876,4.9,4:00 PM - 7:00 PM
Psoriasis,Dr. Sanjay Verma,General Physician,Narayana Health,10 years,+91 2109876543,4.7,8:00 AM - 11:00 AM
Psoriasis,Dr. Vikram Patel,ENT Specialist,Apollo Hospital,12 years,+91 5432109876,4.5,2:00 PM - 5:00 PM
Psoriasis,Dr. Sanjay Verma,ENT Specialist,AIIMS Delhi,8 years,+91 7654321098,4.7,10:00 AM - 1:00 PM
Psoriasis,Dr. Neha Kapoor,ENT Specialist,Max Healthcare,20 years,+91 5432109876,4.9,6:00 PM - 9:00 PM
Impetigo,Dr. Neha Kapoor,Endocrinologist,Apollo Hospital,15 years,+91 5432109876,4.9,6:00 PM - 9:00 PM
Impetigo,Dr. Priya Nair,Pulmonologist,Medanta,10 years,+91 4321098765,4.7,9:00 AM - 12:00 PM
Impetigo,Dr. Sunita Rao,General Physician,Apollo Hospital,12 years,+91 7654321098,3.8,2:00 PM - 5:00 PM
Impetigo,Dr. Priya Nair,Gastroenterologist,Fortis Hospital,12 years,+91 4321098765,4.7,10:00 AM - 1:00 PM
Impetigo,Dr. Ramesh Iyer,General Physician,Fortis Hospital,18 years,+91 4321098765,3.8,4:00 PM - 7:00 PM
Impetigo,Dr. Priya Nair,Endocrinologist,Narayana Health,8 years,+91 3210987654,4.7,4:00 PM - 7:00 PM
Impetigo,Dr. Anjali Mehta,Cardiologist,AIIMS Delhi,15 years,+91 3210987654,4.9,9:00 AM - 12:00 PM
Impetigo,Dr. Sunita Rao,Pulmonologist,Manipal Hospital,5 years,+91 7654321098,4.5,2:00 PM - 5:00 PM
Impetigo,Dr. Vikram Patel,General Physician,Max Healthcare,5 years,+91 5432109876,4.0,9:00 AM - 12:00 PM
Impetigo,Dr. Vikram Patel,Dermatologist,Apollo Hospital,8 years,+91 5432109876,3.8,6:00 PM - 9:00 PM
Fungal infection,Dr. Neha Kapoor,Dermatologist,Narayana Health,10 years,+91 7654321098,3.5,6:00 PM - 9:00 PM
Allergy,Dr. Vikram Patel,Gastroenterologist,AIIMS Delhi,20 years,+91 8765432109,4.9,6:00 PM - 9:00 PM
GERD,Dr. Sunita Rao,Pulmonologist,Narayana Health,12 years,+91 9876543210,4.9,2:00 PM - 5:00 PM
Chronic cholestasis,Dr. Neha Kapoor,ENT Specialist,Manipal Hospital,8 years,+91 2109876543,4.5,4:00 PM - 7:00 PM
Drug Reaction,Dr. Sunita Rao,Dermatologist,AIIMS Delhi,8 years,+91 9876543210,4.5,4:00 PM - 7:00 PM
Peptic ulcer diseae,Dr. Vikram Patel,General Physician,Fortis Hospital,10 years,+91 2109876543,4.0,6:00 PM - 9:00 PM
AIDS,Dr. Neha Kapoor,Dermatologist,Fortis Hospital,25 years,+91 3210987654,4.0,9:00 AM - 12:00 PM
Diabetes ,Dr. Ramesh Iyer,General Physician,Medanta,10 years,+91 4321098765,5.0,8:00 AM - 11:00 AM
Gastroenteritis,Dr. Neha Kapoor,Neurologist,Narayana Health,10 years,+91 9876543210,4.0,2:00 PM - 5:00 PM
Bronchial Asthma,Dr. Rajesh Sharma,ENT Specialist,Tata Memorial Hospital,18 years,+91 8765432109,5.0,10:00 AM - 1:00 PM
Hypertension ,Dr. Priya Nair,Endocrinologist,Tata Memorial Hospital,10 years,+91 4321098765,4.5,6:00 PM - 9:00 PM
Migraine,Dr. Sanjay Verma,Dermatologist,Apollo Hospital,20 years,+91 7654321098,4.0,10:00 AM - 1:00 PM
Cervical spondylosis,Dr. Rajesh Sharma,Neurologist,Tata Memorial Hospital,20 years,+91 3210987654,4.2,6:00 PM - 9:00 PM
Paralysis (brain hemorrhage),Dr. Anjali Mehta,Pulmonologist,Max Healthcare,10 years,+91 7654321098,4.7,10:00 AM - 1:00 PM
Jaundice,Dr. Neha Kapoor,Neurologist,Manipal Hospital,20 years,+91 3210987654,4.7,10:00 AM - 1:00 PM
Malaria,Dr. Neha Kapoor,Pulmonologist,Medanta,15 years,+91 6543210987,4.7,8:00 AM - 11:00 AM
Chicken pox,Dr. Neha Kapoor,Gastroenterologist,Narayana Health,15 years,+91 4321098765,4.2,6:00 PM - 9:00 PM
Dengue,Dr. Rajesh Sharma,Pulmonologist,Narayana Health,5 years,+91 5432109876,4.9,6:00 PM - 9:00 PM
Typhoid,Dr. Ramesh Iyer,ENT Specialist,Fortis Hospital,15 years,+91 3210987654,4.2,2:00 PM - 5:00 PM
hepatitis A,Dr. Ramesh Iyer,Dermatologist,Tata Memorial Hospital,8 years,+91 3210987654,4.9,9:00 AM - 12:00 PM
Hepatitis B,Dr. Ramesh Iyer,Endocrinologist,Tata Memorial Hospital,20 years,+91 8765432109,3.5,4:00 PM - 7:00 PM
Hepatitis C,Dr. Neha Kapoor,Pulmonologist,Apollo Hospital,25 years,+91 6543210987,4.2,10:00 AM - 1:00 PM
Hepatitis D,Dr. Sunita Rao,ENT Specialist,Max Healthcare,18 years,+91 9876543210,4.0,8:00 AM - 11:00 AM
Hepatitis E,Dr. Anjali Mehta,Cardiologist,Apollo Hospital,18 years,+91 5432109876,5.0,2:00 PM - 5:00 PM
Alcoholic hepatitis,Dr. Priya Nair,Pulmonologist,Max Healthcare,25 years,+91 4321098765,3.5,6:00 PM - 9:00 PM
Tuberculosis,Dr. Priya Nair,Orthopedic,Manipal Hospital,18 years,+91 5432109876,4.0,8:00 AM - 11:00 AM
Common Cold,Dr. Vikram Patel,General Physician,Fortis Hospital,5 years,+91 9876543210,4.9,8:00 AM - 11:00 AM
Pneumonia,Dr. Priya Nair,Gastroenterologist,Fortis Hospital,12 years,+91 5432109876,4.7,6:00 PM - 9:00 PM
Dimorphic hemmorhoids(piles),Dr. Sunita Rao,Dermatologist,Fortis Hospital,20 years,+91 8765432109,4.7,10:00 AM - 1:00 PM
Heart attack,Dr. Sunita Rao,Orthopedic,Fortis Hospital,25 years,+91 2109876543,5.0,4:00 PM - 7:00 PM
Varicose veins,Dr. Ramesh Iyer,Pulmonologist,Narayana Health,5 years,+91 3210987654,4.5,9:00 AM - 12:00 PM
Hypothyroidism,Dr. Rajesh Sharma,Orthopedic,Max Healthcare,12 years,+91 3210987654,3.8,10:00 AM - 1:00 PM
Hyperthyroidism,Dr. Ramesh Iyer,Gastroenterologist,Tata Memorial Hospital,25 years,+91 3210987654,4.5,10:00 AM - 1:00 PM
Hypoglycemia,Dr. Ramesh Iyer,Pulmonologist,AIIMS Delhi,15 years,+91 4321098765,4.0,2:00 PM - 5:00 PM
Osteoarthristis,Dr. Vikram Patel,Orthopedic,AIIMS Delhi,15 years,+91 5432109876,3.5,10:00 AM - 1:00 PM
Arthritis,Dr. Sanjay Verma,Neurologist,Tata Memorial Hospital,20 years,+91 8765432109,4.5,6:00 PM - 9:00 PM
(vertigo) Paroymsal  Positional Vertigo,Dr. Ramesh Iyer,Cardiologist,Medanta,20 years,+91 7654321098,5.0,6:00 PM - 9:00 PM
Acne,Dr. Sanjay Verma,Pulmonologist,Max Healthcare,12 years,+91 7654321098,3.8,10:00 AM - 1:00 PM
Urinary tract infection,Dr. Priya Nair,Cardiologist,Apollo Hospital,18 years,+91 4321098765,4.0,9:00 AM - 12:00 PM
Psoriasis,Dr. Sanjay Verma,General Physician,Fortis Hospital,15 years,+91 8765432109,3.8,2:00 PM - 5:00 PM
Impetigo,Dr. Sanjay Verma,ENT Specialist,Max Healthcare,8 years,+91 2109876543,4.5,2:00 PM - 5:00 PM
Fungal infection,Dr. Sanjay Verma,Gastroenterologist,Apollo Hospital,10 years,+91 8765432109,4.9,2:00 PM - 5:00 PM
Allergy,Dr. Neha Kapoor,Orthopedic,Max Healthcare,20 years,+91 7654321098,3.5,4:00 PM - 7:00 PM
GERD,Dr. Vikram Patel,Cardiologist,Narayana Health,10 years,+91 7654321098,5.0,8:00 AM - 11:00 AM
Chronic cholestasis,Dr. Rajesh Sharma,Cardiologist,AIIMS Delhi,10 years,+91 7654321098,3.8,4:00 PM - 7:00 PM
Drug Reaction,Dr. Vikram Patel,Orthopedic,Fortis Hospital,5 years,+91 6543210987,4.2,2:00 PM - 5:00 PM
Peptic ulcer diseae,Dr. Rajesh Sharma,ENT Specialist,AIIMS Delhi,5 years,+91 2109876543,4.7,8:00 AM - 11:00 AM
AIDS,Dr. Anjali Mehta,Gastroenterologist,Manipal Hospital,12 years,+91 9876543210,4.9,2:00 PM - 5:00 PM
Diabetes ,Dr. Neha Kapoor,Endocrinologist,Tata Memorial Hospital,10 years,+91 6543210987,4.0,4:00 PM - 7:00 PM
Gastroenteritis,Dr. Sunita Rao,ENT Specialist,Tata Memorial Hospital,20 years,+91 5432109876,4.2,4:00 PM - 7:00 PM
Bronchial Asthma,Dr. Vikram Patel,Pulmonologist,Tata Memorial Hospital,10 years,+91 7654321098,4.5,2:00 PM - 5:00 PM
Hypertension ,Dr. Ramesh Iyer,General Physician,Medanta,8 years,+91 5432109876,4.5,10:00 AM - 1:00 PM
Migraine,Dr. Neha Kapoor,General Physician,AIIMS Delhi,18 years,+91 7654321098,3.8,2:00 PM - 5:00 PM
Cervical spondylosis,Dr. Priya Nair,Orthopedic,Fortis Hospital,25 years,+91 8765432109,3.8,8:00 AM - 11:00 AM
Paralysis (brain hemorrhage),Dr. Ramesh Iyer,Dermatologist,Manipal Hospital,12 years,+91 5432109876,4.0,4:00 PM - 7:00 PM
Jaundice,Dr. Anjali Mehta,Neurologist,Fortis Hospital,18 years,+91 8765432109,4.9,10:00 AM - 1:00 PM
Malaria,Dr. Sanjay Verma,Gastroenterologist,Fortis Hospital,18 years,+91 7654321098,3.8,9:00 AM - 12:00 PM
Chicken pox,Dr. Sanjay Verma,Pulmonologist,AIIMS Delhi,25 years,+91 2109876543,4.0,2:00 PM - 5:00 PM
Dengue,Dr. Anjali Mehta,Gastroenterologist,Tata Memorial Hospital,8 years,+91 8765432109,4.0,2:00 PM - 5:00 PM
Typhoid,Dr. Vikram Patel,Endocrinologist,Manipal Hospital,10 years,+91 4321098765,4.9,6:00 PM - 9:00 PM
hepatitis A,Dr. Sunita Rao,Orthopedic,Manipal Hospital,10 years,+91 3210987654,4.5,10:00 AM - 1:00 PM
Hepatitis B,Dr. Rajesh Sharma,Neurologist,Apollo Hospital,10 years,+91 4321098765,4.0,4:00 PM - 7:00 PM
Hepatitis C,Dr. Sanjay Verma,General Physician,Narayana Health,10 years,+91 7654321098,3.5,4:00 PM - 7:00 PM
Hepatitis D,Dr. Sunita Rao,Pulmonologist,AIIMS Delhi,25 years,+91 7654321098,5.0,6:00 PM - 9:00 PM
Hepatitis E,Dr. Ramesh Iyer,Cardiologist,Max Healthcare,18 years,+91 6543210987,4.9,6:00 PM - 9:00 PM
Alcoholic hepatitis,Dr. Priya Nair,Endocrinologist,Narayana Health,25 years,+91 7654321098,5.0,6:00 PM - 9:00 PM
Tuberculosis,Dr. Priya Nair,General Physician,Manipal Hospital,15 years,+91 7654321098,4.5,9:00 AM - 12:00 PM
Common Cold,Dr. Anjali Mehta,Endocrinologist,Medanta,25 years,+91 6543210987,4.0,6:00 PM - 9:00 PM
Pneumonia,Dr. Sanjay Verma,Orthopedic,Manipal Hospital,10 years,+91 3210987654,4.5,10:00 AM - 1:00 PM
Dimorphic hemmorhoids(piles),Dr. Vikram Patel,General Physician,Fortis Hospital,20 years,+91 3210987654,5.0,2:00 PM - 5:00 PM
Heart attack,Dr. Rajesh Sharma,Neurologist,AIIMS Delhi,15 years,+91 3210987654,3.8,9:00 AM - 12:00 PM
Varicose veins,Dr. Vikram Patel,Dermatologist,Medanta,8 years,+91 8765432109,5.0,9:00 AM - 12:00 PM
Hypothyroidism,Dr. Priya Nair,Dermatologist,Max Healthcare,15 years,+91 9876543210,4.2,6:00 PM - 9:00 PM
Hyperthyroidism,Dr. Neha Kapoor,ENT Specialist,AIIMS Delhi,5 years,+91 3210987654,4.2,4:00 PM - 7:00 PM
Hypoglycemia,Dr. Priya Nair,Gastroenterologist,Apollo Hospital,8 years,+91 5432109876,4.0,10:00 AM - 1:00 PM
Osteoarthristis,Dr. Priya Nair,Orthopedic,AIIMS Delhi,8 years,+91 5432109876,4.5,2:00 PM - 5:00 PM
Arthritis,Dr. Sanjay Verma,Orthopedic,Narayana Health,15 years,+91 2109876543,4.2,10:00 AM - 1:00 PM
(vertigo) Paroymsal  Positional Vertigo,Dr. Vikram Patel,Endocrinologist,Max Healthcare,5 years,+91 3210987654,4.2,6:00 PM - 9:00 PM
Acne,Dr. Neha Kapoor,Gastroenterologist,Narayana Health,20 years,+91 7654321098,3.8,10:00 AM - 1:00 PM
Urinary tract infection,Dr. Sanjay Verma,Endocrinologist,AIIMS Delhi,8 years,+91 6543210987,4.2,8:00 AM - 11:00 AM
Psoriasis,Dr. Sunita Rao,Orthopedic,AIIMS Delhi,25 years,+91 8765432109,4.2,10:00 AM - 1:00 PM
Impetigo,Dr. Ramesh Iyer,Dermatologist,Apollo Hospital,12 years,+91 2109876543,4.7,8:00 AM - 11:00 AM
Fungal infection,Dr. Vikram Patel,Gastroenterologist,Fortis Hospital,15 years,+91 3210987654,5.0,4:00 PM - 7:00 PM
Allergy,Dr. Priya Nair,ENT Specialist,Medanta,15 years,+91 4321098765,5.0,9:00 AM - 12:00 PM
GERD,Dr. Rajesh Sharma,Cardiologist,AIIMS Delhi,5 years,+91 7654321098,4.7,10:00 AM - 1:00 PM
Chronic cholestasis,Dr. Sunita Rao,Gastroenterologist,Manipal Hospital,8 years,+91 7654321098,4.7,8:00 AM - 11:00 AM
Drug Reaction,Dr. Sunita Rao,Neurologist,Fortis Hospital,12 years,+91 3210987654,4.9,8:00 AM - 11:00 AM
Peptic ulcer diseae,Dr. Vikram Patel,General Physician,Tata Memorial Hospital,5 years,+91 2109876543,4.5,2:00 PM - 5:00 PM
AIDS,Dr. Ramesh Iyer,Pulmonologist,Tata Memorial Hospital,18 years,+91 2109876543,4.7,10:00 AM - 1:00 PM
Diabetes ,Dr. Sanjay Verma,Pulmonologist,Medanta,5 years,+91 7654321098,3.5,9:00 AM - 12:00 PM
Gastroenteritis,Dr. Sanjay Verma,Gastroenterologist,Narayana Health,10 years,+91 5432109876,4.9,10:00 AM - 1:00 PM
Bronchial Asthma,Dr. Ramesh Iyer,Gastroenterologist,Fortis Hospital,5 years,+91 5432109876,4.0,6:00 PM - 9:00 PM
Hypertension ,Dr. Ramesh Iyer,Dermatologist,Apollo Hospital,20 years,+91 7654321098,4.9,6:00 PM - 9:00 PM
Migraine,Dr. Sunita Rao,Endocrinologist,Medanta,5 years,+91 6543210987,4.0,6:00 PM - 9:00 PM
Cervical spondylosis,Dr. Anjali Mehta,Endocrinologist,Max Healthcare,18 years,+91 5432109876,4.2,4:00 PM - 7:00 PM
Paralysis (brain hemorrhage),Dr. Ramesh Iyer,Dermatologist,Fortis Hospital,15 years,+91 9876543210,4.2,8:00 AM - 11:00 AM
Jaundice,Dr. Anjali Mehta,Neurologist,Narayana Health,8 years,+91 5432109876,4.9,9:00 AM - 12:00 PM
Malaria,Dr. Priya Nair,Pulmonologist,AIIMS Delhi,8 years,+91 8765432109,3.5,10:00 AM - 1:00 PM
Chicken pox,Dr. Ramesh Iyer,Cardiologist,Tata Memorial Hospital,8 years,+91 2109876543,4.2,2:00 PM - 5:00 PM
Dengue,Dr. Rajesh Sharma,ENT Specialist,Fortis Hospital,18 years,+91 9876543210,4.7,4:00 PM - 7:00 PM
Typhoid,Dr. Ramesh Iyer,Orthopedic,Manipal Hospital,8 years,+91 2109876543,4.9,10:00 AM - 1:00 PM
hepatitis A,Dr. Ramesh Iyer,Pulmonologist,Medanta,25 years,+91 7654321098,4.2,6:00 PM - 9:00 PM
Hepatitis B,Dr. Rajesh Sharma,Cardiologist,Medanta,5 years,+91 4321098765,4.2,4:00 PM - 7:00 PM
Hepatitis C,Dr. Ramesh Iyer,General Physician,AIIMS Delhi,15 years,+91 8765432109,4.9,9:00 AM - 12:00 PM
Hepatitis D,Dr. Ramesh Iyer,Cardiologist,Medanta,5 years,+91 3210987654,3.8,2:00 PM - 5:00 PM
Hepatitis E,Dr. Ramesh Iyer,Endocrinologist,Fortis Hospital,20 years,+91 5432109876,4.0,2:00 PM - 5:00 PM
Alcoholic hepatitis,Dr. Neha Kapoor,Orthopedic,Max Healthcare,18 years,+91 8765432109,4.7,4:00 PM - 7:00 PM
Tuberculosis,Dr. Neha Kapoor,Cardiologist,AIIMS Delhi,15 years,+91 6543210987,4.7,2:00 PM - 5:00 PM
Common Cold,Dr. Rajesh Sharma,Pulmonologist,Tata Memorial Hospital,12 years,+91 8765432109,4.5,4:00 PM - 7:00 PM
Pneumonia,Dr. Neha Kapoor,Gastroenterologist,Fortis Hospital,20 years,+91 7654321098,4.5,8:00 AM - 11:00 AM
Dimorphic hemmorhoids(piles),Dr. Ramesh Iyer,Endocrinologist,AIIMS Delhi,25 years,+91 8765432109,4.0,10:00 AM - 1:00 PM
Heart attack,Dr. Anjali Mehta,Neurologist,Narayana Health,5 years,+91 2109876543,4.5,10:00 AM - 1:00 PM
Varicose veins,Dr. Sanjay Verma,ENT Specialist,Apollo Hospital,15 years,+91 9876543210,4.5,4:00 PM - 7:00 PM
Hypothyroidism,Dr. Rajesh Sharma,Gastroenterologist,Medanta,25 years,+91 9876543210,3.5,8:00 AM - 11:00 AM
Hyperthyroidism,Dr. Rajesh Sharma,Cardiologist,Fortis Hospital,15 years,+91 6543210987,5.0,8:00 AM - 11:00 AM
Hypoglycemia,Dr. Sanjay Verma,Orthopedic,Apollo Hospital,20 years,+91 2109876543,4.7,6:00 PM - 9:00 PM
Osteoarthristis,Dr. Anjali Mehta,Cardiologist,Manipal Hospital,8 years,+91 7654321098,4.9,10:00 AM - 1:00 PM
Arthritis,Dr. Anjali Mehta,Neurologist,Max Healthcare,12 years,+91 5432109876,4.9,9:00 AM - 12:00 PM
(vertigo) Paroymsal  Positional Vertigo,Dr. Ramesh Iyer,Endocrinologist,Tata Memorial Hospital,18 years,+91 5432109876,4.7,10:00 AM - 1:00 PM
Acne,Dr. Anjali Mehta,Gastroenterologist,Apollo Hospital,25 years,+91 4321098765,5.0,8:00 AM - 11:00 AM
Urinary tract infection,Dr. Sunita Rao,ENT Specialist,Narayana Health,12 years,+91 3210987654,4.9,2:00 PM - 5:00 PM
Psoriasis,Dr. Sunita Rao,Gastroenterologist,Medanta,25 years,+91 7654321098,4.9,10:00 AM - 1:00 PM
Impetigo,Dr. Sunita Rao,Cardiologist,Apollo Hospital,10 years,+91 8765432109,4.7,2:00 PM - 5:00 PM
Fungal infection,Dr. Ramesh Iyer,Orthopedic,Tata Memorial Hospital,12 years,+91 7654321098,4.0,10:00 AM - 1:00 PM
Allergy,Dr. Sanjay Verma,Endocrinologist,Fortis Hospital,25 years,+91 8765432109,4.2,9:00 AM - 12:00 PM
GERD,Dr. Priya Nair,General Physician,Max Healthcare,20 years,+91 9876543210,4.0,9:00 AM - 12:00 PM
Chronic cholestasis,Dr. Neha Kapoor,Orthopedic,AIIMS Delhi,12 years,+91 2109876543,4.0,4:00 PM - 7:00 PM
Drug Reaction,Dr. Vikram Patel,Pulmonologist,Fortis Hospital,20 years,+91 7654321098,4.2,8:00 AM - 11:00 AM
Peptic ulcer diseae,Dr. Sanjay Verma,General Physician,Manipal Hospital,5 years,+91 4321098765,3.5,6:00 PM - 9:00 PM
AIDS,Dr. Sanjay Verma,ENT Specialist,AIIMS Delhi,10 years,+91 2109876543,4.7,9:00 AM - 12:00 PM
Diabetes ,Dr. Sanjay Verma,ENT Specialist,Max Healthcare,18 years,+91 6543210987,4.2,2:00 PM - 5:00 PM
Gastroenteritis,Dr. Rajesh Sharma,Neurologist,Tata Memorial Hospital,18 years,+91 6543210987,4.5,10:00 AM - 1:00 PM
Bronchial Asthma,Dr. Neha Kapoor,ENT Specialist,AIIMS Delhi,5 years,+91 3210987654,3.8,9:00 AM - 12:00 PM
Hypertension ,Dr. Neha Kapoor,Pulmonologist,AIIMS Delhi,8 years,+91 4321098765,4.7,9:00 AM - 12:00 PM
Migraine,Dr. Sunita Rao,General Physician,Apollo Hospital,20 years,+91 8765432109,4.5,6:00 PM - 9:00 PM
Cervical spondylosis,Dr. Sunita Rao,Pulmonologist,AIIMS Delhi,18 years,+91 8765432109,4.7,9:00 AM - 12:00 PM
Paralysis (brain hemorrhage),Dr. Sunita Rao,Neurologist,Narayana Health,10 years,+91 8765432109,5.0,2:00 PM - 5:00 PM
Jaundice,Dr. Anjali Mehta,ENT Specialist,AIIMS Delhi,18 years,+91 7654321098,3.8,9:00 AM - 12:00 PM
Malaria,Dr. Rajesh Sharma,General Physician,AIIMS Delhi,25 years,+91 9876543210,4.0,9:00 AM - 12:00 PM
Chicken pox,Dr. Vikram Patel,Pulmonologist,AIIMS Delhi,5 years,+91 3210987654,3.8,8:00 AM - 11:00 AM
Dengue,Dr. Rajesh Sharma,Cardiologist,Medanta,15 years,+91 7654321098,4.7,2:00 PM - 5:00 PM
Typhoid,Dr. Priya Nair,Neurologist,Fortis Hospital,8 years,+91 6543210987,4.0,2:00 PM - 5:00 PM
hepatitis A,Dr. Anjali Mehta,General Physician,Tata Memorial Hospital,18 years,+91 6543210987,3.8,9:00 AM - 12:00 PM
Hepatitis B,Dr. Anjali Mehta,Dermatologist,Tata Memorial Hospital,15 years,+91 9876543210,4.0,10:00 AM - 1:00 PM
Hepatitis C,Dr. Anjali Mehta,Gastroenterologist,Tata Memorial Hospital,8 years,+91 5432109876,3.5,10:00 AM - 1:00 PM
Hepatitis D,Dr. Anjali Mehta,ENT Specialist,Medanta,20 years,+91 2109876543,3.8,4:00 PM - 7:00 PM
Hepatitis E,Dr. Vikram Patel,Dermatologist,Fortis Hospital,15 years,+91 6543210987,4.7,4:00 PM - 7:00 PM
Alcoholic hepatitis,Dr. Sunita Rao,Pulmonologist,Tata Memorial Hospital,5 years,+91 6543210987,4.0,4:00 PM - 7:00 PM
Tuberculosis,Dr. Ramesh Iyer,Gastroenterologist,Max Healthcare,18 years,+91 3210987654,3.5,8:00 AM - 11:00 AM
Common Cold,Dr. Neha Kapoor,General Physician,Medanta,12 years,+91 7654321098,4.2,4:00 PM - 7:00 PM
Pneumonia,Dr. Sanjay Verma,Neurologist,Narayana Health,18 years,+91 3210987654,4.0,4:00 PM - 7:00 PM
Dimorphic hemmorhoids(piles),Dr. Priya Nair,Gastroenterologist,Fortis Hospital,10 years,+91 5432109876,4.5,10:00 AM - 1:00 PM
Heart attack,Dr. Vikram Patel,Cardiologist,Manipal Hospital,25 years,+91 9876543210,3.5,9:00 AM - 12:00 PM
Varicose veins,Dr. Vikram Patel,Cardiologist,Apollo Hospital,15 years,+91 6543210987,4.7,4:00 PM - 7:00 PM
Hypothyroidism,Dr. Rajesh Sharma,Gastroenterologist,Fortis Hospital,15 years,+91 9876543210,4.2,10:00 AM - 1:00 PM
Hyperthyroidism,Dr. Anjali Mehta,General Physician,Fortis Hospital,15 years,+91 7654321098,4.9,9:00 AM - 12:00 PM
Hypoglycemia,Dr. Ramesh Iyer,ENT Specialist,Max Healthcare,5 years,+91 3210987654,4.5,9:00 AM - 12:00 PM
Osteoarthristis,Dr. Ramesh Iyer,Gastroenterologist,AIIMS Delhi,15 years,+91 8765432109,4.9,6:00 PM - 9:00 PM
Arthritis,Dr. Ramesh Iyer,Dermatologist,Apollo Hospital,15 years,+91 5432109876,4.5,9:00 AM - 12:00 PM
(vertigo) Paroymsal  Positional Vertigo,Dr. Ramesh Iyer,Pulmonologist,AIIMS Delhi,25 years,+91 3210987654,4.2,8:00 AM - 11:00 AM
Acne,Dr. Vikram Patel,Dermatologist,Manipal Hospital,10 years,+91 3210987654,4.7,10:00 AM - 1:00 PM
Urinary tract infection,Dr. Sanjay Verma,Endocrinologist,Medanta,8 years,+91 7654321098,4.2,8:00 AM - 11:00 AM
Psoriasis,Dr. Ramesh Iyer,Neurologist,Fortis Hospital,5 years,+91 3210987654,3.8,6:00 PM - 9:00 PM
Impetigo,Dr. Priya Nair,Pulmonologist,Medanta,15 years,+91 6543210987,4.9,2:00 PM - 5:00 PM
Fungal infection,Dr. Neha Kapoor,Endocrinologist,Medanta,18 years,+91 6543210987,4.5,6:00 PM - 9:00 PM
Allergy,Dr. Vikram Patel,Cardiologist,Max Healthcare,5 years,+91 4321098765,4.0,9:00 AM - 12:00 PM
GERD,Dr. Ramesh Iyer,Dermatologist,Apollo Hospital,12 years,+91 5432109876,3.8,8:00 AM - 11:00 AM
Chronic cholestasis,Dr. Sunita Rao,Pulmonologist,Fortis Hospital,15 years,+91 7654321098,4.5,6:00 PM - 9:00 PM
Drug Reaction,Dr. Priya Nair,Neurologist,Manipal Hospital,25 years,+91 3210987654,4.2,9:00 AM - 12:00 PM
Peptic ulcer diseae,Dr. Ramesh Iyer,Dermatologist,Tata Memorial Hospital,15 years,+91 8765432109,4.0,4:00 PM - 7:00 PM
AIDS,Dr. Sanjay Verma,Pulmonologist,AIIMS Delhi,10 years,+91 8765432109,4.2,10:00 AM - 1:00 PM
Diabetes ,Dr. Neha Kapoor,Pulmonologist,Fortis Hospital,12 years,+91 9876543210,3.5,6:00 PM - 9:00 PM
Gastroenteritis,Dr. Vikram Patel,Gastroenterologist,Apollo Hospital,25 years,+91 3210987654,4.2,2:00 PM - 5:00 PM
Bronchial Asthma,Dr. Ramesh Iyer,ENT Specialist,Narayana Health,10 years,+91 5432109876,4.7,9:00 AM - 12:00 PM
Hypertension ,Dr. Sanjay Verma,General Physician,Manipal Hospital,18 years,+91 5432109876,4.7,4:00 PM - 7:00 PM
Migraine,Dr. Priya Nair,Endocrinologist,Medanta,20 years,+91 8765432109,5.0,2:00 PM - 5:00 PM
Cervical spondylosis,Dr. Priya Nair,Gastroenterologist,Fortis Hospital,25 years,+91 9876543210,4.0,10:00 AM - 1:00 PM
Paralysis (brain hemorrhage),Dr. Neha Kapoor,Pulmonologist,Fortis Hospital,25 years,+91 5432109876,4.2,10:00 AM - 1:00 PM
Jaundice,Dr. Neha Kapoor,Dermatologist,Max Healthcare,18 years,+91 3210987654,4.0,2:00 PM - 5:00 PM
Malaria,Dr. Neha Kapoor,Dermatologist,Max Healthcare,25 years,+91 3210987654,5.0,10:00 AM - 1:00 PM
Chicken pox,Dr. Ramesh Iyer,Neurologist,AIIMS Delhi,5 years,+91 7654321098,4.5,6:00 PM - 9:00 PM
Dengue,Dr. Anjali Mehta,Gastroenterologist,Narayana Health,20 years,+91 3210987654,4.5,10:00 AM - 1:00 PM
Typhoid,Dr. Neha Kapoor,General Physician,Medanta,18 years,+91 2109876543,4.2,4:00 PM - 7:00 PM
hepatitis A,Dr. Vikram Patel,Endocrinologist,Tata Memorial Hospital,10 years,+91 9876543210,4.0,2:00 PM - 5:00 PM
Hepatitis B,Dr. Sanjay Verma,ENT Specialist,Apollo Hospital,5 years,+91 7654321098,4.2,4:00 PM - 7:00 PM
Hepatitis C,Dr. Rajesh Sharma,Cardiologist,Narayana Health,10 years,+91 9876543210,4.9,2:00 PM - 5:00 PM
Hepatitis D,Dr. Ramesh Iyer,Cardiologist,Narayana Health,25 years,+91 8765432109,4.2,6:00 PM - 9:00 PM
